"","ID","CODEPER","REL","PCR24_01","PCR24_02","PCR24_03","PCR24_04","PCR24_05","PCR24_06","PCR24_07","PCR24_08","PCR24_09","PCR24_10","PCR24_11","PCR24_12","PCR24_13","PCR24_14","PCR24_15","PCR24_16","PCR24_17","PCR24_18","PCR24_19","PCR24_20","PCR24_21","SITE"
"1028",900100,24,0,3,2,2,2,2,2,2,2,1,2,3,2,3,4,2,2,2,1,2,1,1,9
"1029",900113,24,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,9
"1030",900114,24,0,4,3,1,2,3,3,1,2,2,1,3,3,2,2,3,1,2,1,1,1,1,9
"1031",900116,24,0,5,5,4,5,5,5,5,5,5,3,3,3,5,5,5,5,3,5,5,5,5,9
"1032",900120,24,0,5,5,3,3,5,4,3,5,4,2,5,5,4,4,5,2,3,2,3,3,3,9
"1033",900122,24,0,3,3,3,2,3,2,2,1,1,2,3,2,4,3,2,2,2,2,2,3,2,9
"1034",900131,24,0,4,3,3,2,5,4,3,3,5,4,3,3,4,4,3,3,4,2,3,4,4,9
"1035",900134,24,0,4,2,3,3,4,2,3,3,2,1,2,2,1,3,1,1,2,2,2,3,2,9
"1036",900137,24,0,4,3,4,3,5,4,5,3,4,3,5,5,4,4,4,1,2,4,2,2,2,9
"1037",900144,24,0,3,4,3,2,2,4,2,3,4,2,4,5,3,2,3,2,2,2,3,2,2,9
"1038",900157,24,0,4,5,3,3,4,2,2,3,4,2,3,4,3,3,3,2,2,2,2,3,3,9
"1039",900159,24,0,4,5,2,2,2,4,4,2,4,2,4,5,4,3,4,2,2,2,2,2,4,9
"1040",900161,24,0,5,3,3,3,3,3,2,3,2,2,3,2,2,3,2,2,3,2,2,3,3,9
"1041",900162,24,0,3,3,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,3,2,9
"1042",900169,24,0,4,4,3,3,4,4,3,3,2,3,4,2,4,3,4,2,2,2,2,2,3,9
"1043",900170,24,0,4,4,3,3,4,4,3,3,4,2,4,3,4,3,4,2,2,2,3,2,2,9
"1044",900176,24,0,3,3,2,3,3,3,1,2,3,2,2,2,2,2,2,1,1,2,2,3,2,9
"1045",900189,24,0,4,3,4,1,5,2,4,3,2,3,5,1,4,4,2,2,2,2,3,2,2,9
"1046",900199,24,0,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,9
"1047",900200,24,0,5,3,3,4,5,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,9
"1048",900203,24,0,3,1,1,1,3,1,1,2,1,1,3,1,2,3,1,1,1,1,1,2,1,9
"1049",900211,24,0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,9
"1050",900220,24,0,5,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,3,2,3,4,4,9
"1051",900221,24,0,3,4,3,2,2,4,3,2,2,3,4,5,4,3,2,2,2,3,2,3,4,9
"1052",900226,24,0,4,4,3,4,4,2,4,3,2,3,3,2,3,2,4,2,4,3,4,3,4,9
"1053",900229,24,0,3,3,3,3,3,3,2,2,2,3,2,2,4,3,3,2,2,3,2,3,3,9
"1054",900234,24,0,2,3,2,2,2,3,2,3,2,3,1,2,4,2,2,2,3,2,2,2,2,9
"1055",900253,24,0,4,2,1,3,4,3,2,3,3,3,4,5,5,3,2,3,4,3,4,3,3,9
"1056",900255,24,0,3,3,3,2,3,3,2,3,2,3,2,2,3,3,2,2,2,2,2,3,2,9
"1057",900267,24,0,4,4,5,3,4,4,3,2,2,3,4,2,4,4,2,3,3,2,5,3,3,9
"1058",900269,24,0,3,2,1,2,2,4,1,1,3,1,2,3,2,2,2,2,2,1,1,1,1,9
"1059",900277,24,0,3,4,3,4,4,3,2,3,2,3,4,2,3,3,4,3,3,2,3,4,3,9
"1060",900282,24,0,4,4,4,1,4,1,3,3,2,3,4,1,3,4,3,2,2,1,2,3,2,9
"1061",900292,24,0,3,3,3,2,3,4,2,3,2,3,3,3,3,2,3,2,2,2,3,2,2,9
"1062",900297,24,0,4,3,2,3,3,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,9
"1063",900302,24,0,5,2,2,1,3,2,1,2,2,1,1,1,3,2,2,1,1,1,1,1,1,9
"1064",900309,24,0,4,4,3,1,5,2,3,4,3,2,4,2,4,4,4,2,3,2,2,3,3,9
"1065",900313,24,0,4,4,3,3,4,3,2,3,4,2,4,3,4,2,4,2,3,2,2,2,3,9
"1066",900317,24,0,3,3,3,2,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,9
"1067",900319,24,0,3,1,2,1,2,1,2,2,1,3,2,1,3,2,2,2,2,1,1,1,1,9
"1068",900326,24,0,4,4,3,2,4,3,2,2,2,3,3,2,4,2,3,2,2,2,3,3,2,9
"1069",900331,24,0,4,5,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,3,9
"1070",900343,24,0,4,5,5,2,3,4,5,3,3,3,5,4,3,4,4,1,2,1,4,2,2,9
"1071",900344,24,0,5,5,3,3,5,3,2,4,3,3,4,4,4,4,5,2,3,2,3,3,2,9
"1072",900345,24,0,4,3,2,2,5,2,2,3,3,2,3,3,3,4,2,2,3,2,3,3,4,9
"1073",900347,24,0,4,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,9
"1074",900352,24,0,3,4,3,2,2,3,2,2,2,3,5,2,2,3,3,2,2,2,2,2,2,9
"1075",900355,24,0,2,3,4,1,2,2,3,2,2,3,3,2,4,3,4,2,2,1,4,3,3,9
"1076",900359,24,0,5,4,3,2,4,3,2,2,3,2,3,3,4,4,4,2,1,2,2,3,3,9
"1077",900367,24,0,4,5,3,3,4,5,2,2,3,3,4,4,3,3,3,2,3,2,3,3,4,9
"1078",900373,24,0,5,2,3,4,5,5,2,5,2,2,5,4,4,5,2,2,2,2,2,3,3,9
"1079",900374,24,0,3,2,2,1,2,1,2,2,1,3,2,1,4,2,2,2,2,1,1,3,2,9
"1080",900375,24,0,4,3,2,4,3,4,3,1,2,2,3,2,3,1,3,1,4,1,2,2,4,9
"1081",900376,24,0,4,5,4,4,4,3,2,3,4,3,4,4,4,5,4,3,3,2,2,3,2,9
"1082",900377,24,0,4,5,3,1,3,3,2,2,2,2,3,2,3,3,5,2,2,2,2,2,2,9
"1083",900384,24,0,4,4,5,4,4,4,4,2,3,4,3,4,4,3,4,2,2,2,4,3,3,9
"1084",900385,24,0,3,5,3,2,3,2,3,3,3,3,4,3,4,3,2,3,2,2,2,2,2,9
"1085",900401,24,0,4,4,2,3,4,4,3,3,1,2,4,4,4,3,NA,2,3,2,3,4,3,9
"1086",900407,24,0,3,4,2,5,4,3,2,4,3,1,3,3,3,3,3,2,3,3,3,3,3,9
"1087",900412,24,0,5,3,3,5,5,5,2,5,4,3,4,2,4,4,2,2,4,3,4,3,4,9
"1088",900414,24,0,3,5,4,5,4,5,3,4,5,3,5,5,5,3,5,2,3,2,NA,5,5,9
"1089",900422,24,0,5,3,3,3,5,5,3,5,1,3,5,3,4,4,3,2,3,1,3,3,3,9
"1090",900426,24,0,4,2,3,3,4,2,2,3,3,2,4,3,3,3,2,2,3,2,2,3,3,9
"1091",900435,24,0,4,2,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,9
"1092",900437,24,0,3,2,2,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,9
"1093",900439,24,0,3,4,4,1,3,3,2,2,4,2,3,4,3,3,4,2,1,1,1,1,2,9
"1094",900440,24,0,5,3,3,2,5,2,2,3,3,2,4,4,4,4,3,2,2,1,4,2,2,9
"1095",900442,24,0,5,5,5,5,5,5,5,3,3,3,4,4,4,4,5,5,5,3,5,4,4,9
"1096",900453,24,0,2,2,3,2,3,2,2,2,2,2,4,3,2,2,4,2,1,2,2,2,2,9
"1097",900454,24,0,4,5,3,2,5,2,3,3,3,3,5,4,3,4,4,3,4,2,4,3,3,9
"1098",900455,24,0,3,2,2,2,3,3,1,3,1,1,3,3,2,3,2,1,2,2,2,2,2,9
"1099",900463,24,0,2,2,3,4,3,3,2,2,3,3,2,3,3,2,2,2,3,1,2,3,3,9
"1100",900522,24,0,5,4,4,3,5,3,4,4,4,4,5,4,5,3,4,4,4,3,3,4,4,9
"1101",900535,24,0,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,5,9
"1102",900557,24,0,4,3,3,3,4,5,3,4,4,3,3,4,4,3,3,2,4,2,3,3,4,9
"1103",900593,24,0,4,5,5,4,4,5,4,3,5,5,5,5,5,5,5,3,3,2,5,3,5,9
"1104",900602,24,0,4,4,3,4,5,2,3,5,5,2,4,3,4,4,5,4,4,4,4,4,4,9
"1105",900618,24,0,3,3,4,2,3,2,2,2,2,3,3,2,4,4,3,2,2,2,2,2,2,9
"1106",900627,24,0,5,4,3,3,4,4,3,4,3,2,4,2,4,4,3,2,4,3,3,4,4,9
"1107",900630,24,0,4,4,4,4,4,4,3,4,2,3,4,3,4,3,4,3,3,2,2,3,3,9
"1108",900644,24,0,5,4,2,3,5,2,3,5,2,2,3,2,3,5,4,2,2,3,2,3,2,9
"1109",900667,24,0,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,9
"1110",900678,24,0,4,3,3,3,3,2,2,3,2,2,3,2,3,4,2,2,2,2,3,3,3,9
"1111",900679,24,0,4,2,2,2,3,1,2,5,2,1,3,1,2,5,2,1,2,1,3,3,2,9
"1112",900689,24,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9
"1113",900692,24,0,5,3,4,4,4,2,3,2,2,4,4,2,4,2,2,3,4,2,3,2,2,9
"1114",900693,24,0,3,3,3,3,2,2,2,2,2,3,3,2,3,2,3,3,2,2,3,3,2,9
"1115",900706,24,0,2,4,2,2,2,5,2,2,5,3,3,5,3,3,4,2,2,2,2,2,2,9
"1116",900708,24,0,5,3,3,4,4,2,2,4,1,3,5,2,5,4,4,2,4,3,2,2,3,9
"1117",900727,24,0,5,3,3,4,4,1,3,5,4,4,3,3,4,5,2,2,3,2,1,2,3,9
"1118",900731,24,0,3,4,3,5,4,5,3,4,3,3,4,2,4,4,4,2,3,2,2,2,3,9
